Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,n_eff_pct,Rhat_diff,signal_to_noise,var_irregular,days_infectious,last_updated
Denmark,2020-03-11,1.1794475345774007,1.5418044444047387,0.9379128162261025,1.3159988692664075,1.0471295501571192,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-12,1.1762144333334452,1.528584838870584,0.9402229119007192,1.308805620727318,1.0462744374925372,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-13,1.1715070081223866,1.5128032714894066,0.939611763255784,1.3005071630297875,1.045519321430412,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-14,1.1659987071623794,1.4914552257247666,0.9392458909447544,1.2904514060710168,1.0437943132185918,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-15,1.1617509025009565,1.4748786238247678,0.9385668764420532,1.2818499666251328,1.0433567534633432,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-16,1.1585935254757884,1.4632697324629083,0.9388660845084116,1.2764280976240283,1.0426836131714514,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-17,1.1562679930601731,1.4523686154737163,0.939143923979064,1.2719911171940332,1.0423642920907088,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-18,1.154080733047356,1.4455063052144277,0.94090918848968,1.267362778500028,1.041383431563008,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-19,1.1522713197899344,1.4404161954060897,0.9410968071594076,1.2642141607819697,1.040853124505036,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-20,1.1500603324571697,1.4320715504745556,0.9420432525596776,1.2602491913789609,1.0403952821078026,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-21,1.1480100632497114,1.4228644952455205,0.9440252300249478,1.256507066381907,1.0400671816652605,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-22,1.1462889290256433,1.4175688328768907,0.9425104719198408,1.2540847883657542,1.0391423384027143,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-23,1.1446137728556651,1.4125051095918062,0.942650241722758,1.2504015761279599,1.0391134415083656,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-24,1.14409980850495,1.4109682296099872,0.9428316044122056,1.249438886937309,1.0395405191939375,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-25,1.1430953509794366,1.4095183166656675,0.9425606438096574,1.2478310452444137,1.0390341223859207,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-26,1.1411540012441386,1.4053613077862903,0.944573059123018,1.2447476926617267,1.038175965697118,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-27,1.1389069579947777,1.3990381228195887,0.9442728921834024,1.2402872575367856,1.0374888115635568,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-28,1.1359431760245775,1.3916130546778742,0.9420911726715404,1.2360052416061804,1.0360285473364887,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-29,1.13284956728023,1.3838972068764062,0.9417404276618944,1.2303520603489615,1.034366170084934,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-30,1.1295496186404514,1.3781572853799786,0.9396144811843944,1.2249844299604176,1.0319998892260271,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-03-31,1.1260420690120678,1.3700270826199552,0.9379211546368676,1.219308041142596,1.0297482746323021,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-04-01,1.1217699022771117,1.3618426157585164,0.9351540218095942,1.2136471897799566,1.0269407818549907,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-04-02,1.1168498531345787,1.3498532320991798,0.9313303415442667,1.2072017927002006,1.0237361465290278,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-04-03,1.1116041863826314,1.3384186984217046,0.92751226917925,1.2002114631299958,1.0205609696839328,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-04-04,1.1056182634554332,1.3272447734535175,0.9196561289071132,1.1929946099339062,1.0157527804135684,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
Denmark,2020-04-05,1.0994581133798975,1.3125194473586823,0.9118277356824328,1.1855426499376618,1.0108991020315186,0.004013925846401882,0.008105905338824604,0.001516733855689349,0.020142008915303232,5,2021-02-10
