Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,n_eff_pct,Rhat_diff,signal_to_noise,var_irregular,days_infectious,last_updated
Oman,2020-03-27,1.1515947216201745,1.3575718676639783,0.9716693596893816,1.2179336926830977,1.0929714617294155,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-03-28,1.1513834047711642,1.358941518200306,0.9721051088301436,1.2187931198410733,1.0931189952253082,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-03-29,1.1512622847970275,1.3549793674781738,0.9731443307829444,1.21894617878133,1.0931177516063115,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-03-30,1.1513113031903577,1.3548457080680731,0.9726505233361354,1.2207728126737316,1.0931117360361786,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-03-31,1.1514236862342664,1.352028366909192,0.9738591438710869,1.2208503814452032,1.0931714612698136,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-01,1.151614953585563,1.3524186695344704,0.9757926790508321,1.2204439562208944,1.0934186283373657,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-02,1.1516878871533158,1.3498717990627045,0.9769269260905332,1.2208030752556185,1.0932564544482952,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-03,1.1519856305496357,1.3502968882194326,0.977621884744822,1.2211876566284148,1.0934336732482703,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-04,1.151914119058289,1.3490785348959429,0.9783365493043672,1.2217574244056564,1.0936652083726226,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-05,1.1519032583739153,1.3471982493453123,0.9795055391866146,1.221036481480092,1.093959573136586,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-06,1.1519977237375578,1.3475590321101645,0.9803425415752808,1.221068779322508,1.094004348707509,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-07,1.1518928946414235,1.3469852274596283,0.9807618711810412,1.22159135189779,1.0939707645561652,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-08,1.1521965232451474,1.3464253847007317,0.983370790966304,1.2212377536871204,1.0937721298133345,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-09,1.15218183850112,1.3472349818602027,0.981672528592206,1.2212098962770992,1.0941225823080896,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-10,1.1522429128044398,1.34614465596074,0.9830228465390652,1.220965131814015,1.0942006927281862,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-11,1.1524601078824896,1.344966248087025,0.9845697055743776,1.2207957002473775,1.0941604647111272,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-12,1.1526085902337782,1.3448270605103911,0.9842381946840609,1.2209266961132057,1.0946495955910518,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-13,1.1525427825841934,1.3426813958355304,0.9852796226410391,1.2203287886226009,1.0948699131099255,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-14,1.1523460260324845,1.3433997909330666,0.9851493524704704,1.2200743775637473,1.0951849232484798,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-15,1.1523891718382366,1.3429829721863844,0.986840890977395,1.2202492514737082,1.0952458590852372,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-16,1.1521903046843158,1.3411640136920848,0.9855781039415528,1.2197783291216608,1.0954121215583743,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-17,1.1519865230905706,1.3388917349036222,0.985369940097438,1.2202379211818992,1.095067025455806,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-18,1.15184992602146,1.3400501774331182,0.9862348470655437,1.219905423053116,1.0950876737172723,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-19,1.1517048964666916,1.337702436013228,0.9872111875305992,1.2186984908559395,1.0947522058057912,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-20,1.1514780163841951,1.3360899681649685,0.9865457493464448,1.218599917196373,1.0943479702525252,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
Oman,2020-04-21,1.1512172866769,1.3330918246543249,0.9865318850299044,1.2194523587277402,1.0942981700906405,0.0027447528857231147,0.04725656671237677,5.6254711046827185e-05,0.06354465075084285,5,2021-02-11
