Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,n_eff_pct,Rhat_diff,signal_to_noise,var_irregular,days_infectious,last_updated
Qatar,2020-03-12,0.5306055813626911,0.7953073552128607,0.263637284578375,0.6562101396631529,0.4049036331482547,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-13,0.7943415047921343,1.0205233917997716,0.5648658004450018,0.9018849681500049,0.6872640410056217,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-14,0.7566480439979826,0.9716428820933136,0.5426817883216364,0.8579549518715809,0.6557498637551668,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-15,0.9171408041745742,1.1534819454336271,0.6881229566105509,1.027331781572303,0.8065866010569646,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-16,0.7189085849671579,0.9290406698313584,0.510938130536261,0.8174140223122629,0.6202123814289935,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-17,0.4526964280873652,0.6655296236754805,0.2332412504676081,0.5562890814791348,0.3486204900277198,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-18,0.4182748792130814,0.6282963280311858,0.206411023590772,0.5196705510454477,0.3169343921486223,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-19,0.4005510206634572,0.6116806823696455,0.18211618546342856,0.502254921102644,0.29912675851103065,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-20,0.4492718355840746,0.6627715573666408,0.2345277994481496,0.5496779228960583,0.34817206351814256,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-21,0.525439822798499,0.7353949723568524,0.3124806477478377,0.6264509608120379,0.42303700610601547,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-22,0.6191482764229986,0.8278197636856015,0.4104151633674671,0.7187463002828302,0.518587227665598,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-23,0.6994938599910966,0.9128632614592486,0.4880474713144778,0.8001176985458756,0.5989992823698573,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-24,0.9461605315075184,1.1571930097625225,0.7383628872250697,1.0454783488453447,0.8461583489056343,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-25,0.8997322808845566,1.1144915943721232,0.6825794209048082,1.0033718457394385,0.7966096453251941,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-26,1.0015644799869154,1.2292851165490144,0.7735782309923898,1.1102139558562891,0.8928641661160526,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-27,1.2444308205891466,1.4654610209823025,1.020114339845772,1.350619113576374,1.1391716745110485,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-28,1.7011064805684468,1.9076794906477748,1.491797804112163,1.8013522563891562,1.6014961012600497,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-29,2.0888274372203397,2.3219923060901393,1.859569127894736,2.1986334922821738,1.9780727415398296,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-30,2.2851654458297777,2.5232892538027274,2.0521048450619697,2.3954128394886918,2.173044240054621,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-03-31,2.3461311083789407,2.5735934489050583,2.1190767176946586,2.4541958231278973,2.237408396409937,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-04-01,2.117719509071306,2.3293406658335174,1.9021580615869569,2.2196192338422853,2.016150893370868,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-04-02,2.315923929286093,2.5251988884030263,2.103922605134936,2.4153897602113927,2.2165283406876544,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-04-03,2.3811145870502988,2.5935535556404368,2.169603000290906,2.4832947538147545,2.2792035200498635,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-04-04,2.5618472493015565,2.8401264142266625,2.2949416470170427,2.692381788084558,2.4320997263347386,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-04-05,2.278393081982637,2.512538738723941,2.048949794192088,2.3902926857725704,2.167812546739845,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
Qatar,2020-04-06,1.8373795806357665,2.044947131469205,1.629709065350694,1.9362960985206508,1.7389295916396172,0.2465569904630244,0.0003229180919781527,0.5221278509844804,0.0013565082057049975,5,2021-02-14
