Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,n_eff_pct,Rhat_diff,signal_to_noise,var_irregular,days_infectious
Afghanistan,2020-03-29,1.566024335178426,1.9087639284099778,1.2282922895496944,1.7237855982905994,1.4092728946447277,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-03-30,1.586493112156206,1.9100243071687573,1.2788185074776965,1.7341134091550021,1.437489693535761,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-03-31,1.590498337454203,1.8973281172351342,1.2958698338201646,1.7314663446124372,1.447640917018426,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-01,1.5857758461212152,1.882621537224356,1.3063191041937365,1.7201891937699714,1.448842403916458,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-02,1.5893364296678316,1.8770513085766831,1.3163202838645025,1.722007116764013,1.4557314719300432,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-03,1.5681230778967068,1.845084461055429,1.303150253672443,1.6947963916205877,1.4392279166074937,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-04,1.5432996545019035,1.814701517595657,1.279638119427502,1.6668397657145018,1.4183036205937363,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-05,1.529817823150461,1.791027085336733,1.2743255742135287,1.6512922495981779,1.4073314326233897,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-06,1.5134004994779753,1.7689230988128644,1.253913765461049,1.633853488440441,1.3925093717107506,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-07,1.5044438491852057,1.7582477981978224,1.2500639461991931,1.6237788888271905,1.3846972392193644,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-08,1.4759050710665216,1.728826066726219,1.2142241594669227,1.5950868807464742,1.3574959617784024,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-09,1.4685198724199444,1.721864518860846,1.2074961926827805,1.588187348281426,1.3492884281389101,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-10,1.461802992637044,1.7136710623055493,1.2035864735219022,1.5808070602581936,1.3434341660667024,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-11,1.4514460633040172,1.7018187424412923,1.1913534585154668,1.5690261437937623,1.332947090636297,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-12,1.4599702969291197,1.7062102710526688,1.205704266938205,1.5775030630665312,1.342921546017169,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-13,1.4623824248580144,1.7067675987282303,1.2118666134588088,1.5807304296802358,1.345325972245265,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-14,1.4565608904649587,1.7049676572789758,1.2003648056049356,1.5744746424704363,1.3393521637943022,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-15,1.4542457020195014,1.7031499267093397,1.2000786985575378,1.5721948380233197,1.3370567796391728,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-16,1.4413584679266325,1.691287134834119,1.1810364016402366,1.5589584584792753,1.3249174355827031,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-17,1.4308219994369429,1.680535128713347,1.1623975832842257,1.549459265569508,1.3125860283481232,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-18,1.417730547962278,1.6672962426223754,1.1402255478819536,1.5390748310147666,1.2981172041902427,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-19,1.4276771413718683,1.677611021468436,1.1566471172327328,1.5492908409763677,1.307851783387653,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-20,1.437227891742355,1.6861094919129531,1.1655097127966862,1.557168899889276,1.3169433759482438,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-21,1.4669465356161486,1.7117931606939094,1.2068545671680926,1.5858453518274198,1.3491391441096126,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-22,1.4972377800117294,1.7441395808618718,1.2435401912660966,1.6129340294712746,1.3800975569895215,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-23,1.518788125571901,1.7667792977715058,1.2678721269662487,1.6352734104581126,1.4023020123935896,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-24,1.5510260854971942,1.8080164950233795,1.303179968548908,1.6675013575826567,1.4345358854186174,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
Afghanistan,2020-04-25,1.5773352488532426,1.8376686405212825,1.3296121684969155,1.6957554714077963,1.4587474051841247,0.058857395034580026,0.004110670509938297,0.027698072233935514,0.0031597445951782846,8
