Country/Region,Date,total_cases,total_deaths,total_recovered,new_cases,new_recovered,new_deaths,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Argentina,2020-08-16,294569,5703,211702,5469.0,6005.0,66.0,32453.322961417158,38846.349346338044,45033.32967002665,51009.641583716155,56774.78064752581,62331.099323996365,-0.03786141285605826,-0.030121971259329694,-0.024373793718900468,-0.01992078210617265,-0.016358955077641513,-0.013437947973847895
Argentina,2020-08-17,299126,5814,217850,4557.0,6148.0,111.0,30519.65836913373,36928.95778861504,43156.996860022846,49190.43638575163,55023.4716866896,60654.989391596726,-0.059582946084821835,-0.049358346150582544,-0.041665424780985234,-0.035663947863246004,-0.0308466002133736,-0.026890427901603783
Argentina,2020-08-18,305966,6048,223531,6840.0,5681.0,234.0,31255.72669530698,37614.13149051253,43831.7115943053,49881.631837532674,55749.75261039075,61429.49045243706,0.024117842908677026,0.018553832626945432,0.01563395934315936,0.01405141939300325,0.01319947472301797,0.012768958804691977
Argentina,2020-08-19,312659,6330,228725,6693.0,5194.0,282.0,31697.581356245584,38038.109575427115,44263.03850940455,50339.42785784108,56248.33565368066,61979.54140719336,0.014136758528956241,0.011271776540195066,0.00984052183705475,0.00917764723093839,0.008943233287047603,0.008954183905891089
Argentina,2020-08-20,320884,6517,233651,8225.0,4926.0,187.0,33583.06508499647,39923.42464618926,46164.747293775334,52271.999375610954,58223.52058104947,64006.58726647402,0.05948352044782679,0.04956384772549472,0.0429638101768981,0.038390812132936165,0.03511543771765924,0.032705079987013434
Argentina,2020-08-21,329043,6730,239806,8159.0,6155.0,213.0,35025.452067997176,41428.52053849105,47728.78339466458,53896.99945365958,59913.240516488426,65764.92853982662,0.042949831391212216,0.037699568752938895,0.033879446819806036,0.03108739090639845,0.029021260112342077,0.02747125488869173
Argentina,2020-08-22,336802,6848,245781,7759.0,5975.0,118.0,35779.36165439774,42282.76711540922,48669.38576685536,54918.87452195214,61015.21379243415,66947.43568584397,0.02152462115084064,0.020619770289032724,0.01970723545188724,0.018959776585914637,0.018392817120991056,0.017980817014059625
Argentina,2020-08-23,342154,6985,251400,5352.0,5619.0,137.0,33975.489323518195,40587.63926284101,47068.61637159031,53406.015206708114,59587.745593274805,65604.69211725956,-0.050416559923668336,-0.0400902771557361,-0.032890684154785355,-0.02754716531270673,-0.02339528308489447,-0.02005668409594241
Argentina,2020-08-24,350867,7366,256789,8713.0,5389.0,381.0,35893.39145881456,42536.03271903418,49057.528318505974,55443.26330586961,61679.884971799824,67757.2229055336,0.05644958096214281,0.048004601686133734,0.042255585573493626,0.03814641649028317,0.035110228750811164,0.0328106225150282
Argentina,2020-08-25,359638,7563,263202,8771.0,6413.0,197.0,37485.713167051654,44217.69393252848,50820.30998729084,57283.85539263591,63597.56441937762,69752.50061498025,0.044362531472240015,0.039534980250797824,0.03593294911516942,0.033197758880319166,0.03109084020592068,0.02944745407037175
Argentina,2020-08-26,370188,7839,268801,10550.0,5599.0,276.0,40538.570533641316,47398.07827710707,54110.26570339216,60673.37346855643,67081.16837278008,73327.25055348223,0.08144055717934172,0.07192560402248738,0.06473702574667617,0.05917056477236082,0.05477574471925917,0.05124905784000311
Argentina,2020-08-27,380292,8050,274458,10104.0,5657.0,211.0,42534.85642691306,49602.3985642559,56484.227745764714,63193.201784986864,69731.70522024896,76098.52549813401,0.04924411164461495,0.04650653290754825,0.04387267390970751,0.04153104026326026,0.03951238345670194,0.03779324771805692
Argentina,2020-08-28,392009,8271,280165,11717.0,5707.0,221.0,45744.88514153045,53052.33213687992,60132.05235351262,67011.05156186351,73700.73797355463,80205.67294832061,0.07546819207285038,0.0695517489573596,0.06458129558160475,0.06041551415398728,0.05691862461658447,0.05397144587627145
Argentina,2020-08-29,401239,8353,287220,9230.0,7055.0,82.0,45825.90811322437,53440.276780733264,60771.75916015367,67864.67011663057,74741.76708760411,81415.10565348856,0.0017711919363931907,0.007312489917548071,0.010638366421958478,0.01273847424971408,0.01412508399065171,0.015079141670530259
Argentina,2020-08-30,408426,8457,294007,7187.0,6787.0,104.0,43847.72649057949,51720.56398394438,59277.07928013173,66568.58635205176,73624.12630009254,80460.5950881397,-0.04316731962533682,-0.03218008776123848,-0.02459497471651217,-0.01909806328316921,-0.014953363173787369,-0.01172399836231075
Argentina,2020-08-31,417735,8660,301195,9309.0,7188.0,203.0,44387.181192463584,52409.46998662033,60117.925097255764,67556.5130580453,74752.66782230447,81723.53557932572,0.012302911577411145,0.01331976973201221,0.01418500754988905,0.014840734348313012,0.015328419893391844,0.015696385165963056
Argentina,2020-09-01,428239,8919,308376,10504.0,7181.0,259.0,46013.744953970876,54178.55832218361,62033.65008336209,69615.94892578963,76950.81584204841,84055.18202139316,0.03664489877053634,0.033755127384705874,0.031866119514390334,0.030484638334942638,0.02940561298720712,0.028530905149156238
Argentina,2020-09-02,439172,9118,315530,10933.0,7154.0,199.0,47743.99596317671,56081.798601819675,64104.700071453226,71846.95531006594,79333.72519293192,86582.66381925385,0.03760291649672642,0.03512903145775992,0.033385912086553386,0.03204734574047885,0.030966654801616974,0.0300693156219376
Argentina,2020-09-03,451198,9361,322461,12026.0,6931.0,243.0,50221.19677054137,58760.83216818308,66972.88577553135,74892.08589630769,82544.8668381617,89950.39743732847,0.05188507491654515,0.047770107827398885,0.04474220612343793,0.042383571761670964,0.040476375430759104,0.03889616546223329
Argentina,2020-09-04,461882,9623,331621,10684.0,9160.0,262.0,50860.957416433084,59651.36014015256,68089.33066474117,76214.57515926922,84057.21496725484,91639.35769359562,0.012738857037094764,0.015155128664969375,0.016670102777887275,0.017658598330304143,0.018321528485329752,0.01877657358261153
Argentina,2020-09-05,471806,9739,340381,9924.0,8760.0,116.0,50612.76593314648,59633.46678346048,68286.283426921,76611.75326436058,84641.52441533763,92399.42192423606,-0.004879803603666022,-0.00029996561101119923,0.002892564227860994,0.005211314296003522,0.006951330094750352,0.008294080728738606
Argentina,2020-09-06,478792,9859,349132,6986.0,8751.0,120.0,47476.21274651718,56680.55565288373,65517.100080218006,74021.28410631549,82222.91059141122,90145.47973181245,-0.06197158224413801,-0.04951768343938945,-0.040552556205032515,-0.033812947069704384,-0.02857479045460265,-0.02439346638198403
Argentina,2020-09-07,488007,10129,357388,9215.0,8256.0,270.0,47195.97019721375,56448.796377403116,65372.51435447258,73983.62359302606,82302.03163680996,90345.9317586312,-0.005902799172286311,-0.004088867386903061,-0.0022068395208029172,-0.0005087795185414468,0.0009622749283579867,0.0022236503418153752
Argentina,2020-09-08,500034,10405,366590,12027.0,9202.0,276.0,49783.776157771,59067.66364783593,68060.58373240508,76762.6706438978,85184.36145494218,93338.33858276806,0.054831078792189285,0.04639367778408765,0.04111925943917094,0.03756300267419865,0.03502136898456687,0.033121655462377886
Argentina,2020-09-09,512293,10658,382490,12259.0,15900.0,253.0,52086.0209262168,61482.05303986328,70596.64319920435,79426.33681341057,87978.43240439305,96263.50472449127,0.04624488028287965,0.04087497698270326,0.03726179423864995,0.03470001951690205,0.03280028049431083,0.03133938514589363
Argentina,2020-09-10,524198,10907,390098,11905.0,7608.0,249.0,53573.816740973445,63140.04419988606,72416.40845646088,81403.04471173426,90108.05102612713,98542.15425204216,0.028564205679374236,0.02696707539918664,0.025776937468848796,0.024887310401427557,0.024206144205267236,0.023670959561179927
Argentina,2020-09-11,535705,11148,400121,11507.0,10023.0,241.0,54366.05339277876,64123.70349990505,73578.20724839505,82734.66412276747,91603.04535655746,100194.93882683797,0.014787758274452225,0.015579008733426882,0.016043308646446874,0.016358348950567647,0.016591129354210917,0.0167723608981436
Argentina,2020-09-12,546481,11263,409771,10776.0,9650.0,115.0,54268.84271422301,64212.41958325421,73843.03478433861,83168.83110742152,92200.92920582883,100951.44494415417,-0.0017880767958901036,0.0013835146522578336,0.0035992659490808885,0.005247703477829102,0.006526899263492592,0.007550342623829032
Argentina,2020-09-13,555537,11352,419513,9056.0,9742.0,89.0,52471.074171378415,62566.34965271183,72350.02981514737,81828.72721899384,91012.3815162923,99912.30044973873,-0.033127084583534534,-0.025634759462819567,-0.020218629604696003,-0.016113054260637694,-0.012890842855642348,-0.010293507883817554
Argentina,2020-09-14,565446,11667,428953,9909.0,9440.0,315.0,51885.85933710273,62047.624710593205,71923.31127012633,81509.13631661961,90808.89468114873,99830.07040476488,-0.011153094224148674,-0.00829079760922491,-0.005897973312676053,-0.0039056076421538632,-0.002235814861158869,-0.0008230222365386286
Argentina,2020-09-15,577338,11852,438883,11892.0,9930.0,185.0,53400.68746968219,63598.35392549434,73540.55251725113,83212.49427704216,92611.0174943544,101739.06336428839,0.02919539450503472,0.024992563730427356,0.022485633914306916,0.02089775499283797,0.019845223527203748,0.019122424253368075
Argentina,2020-09-16,589012,12116,448263,11674.0,9380.0,264.0,54394.54997574576,64672.628271245274,74708.75930050097,84484.9324924119,93994.90443942613,103239.15702785958,0.018611417814196285,0.01689154324669251,0.015885205417457415,0.015291432211289813,0.01494300551396166,0.014744520088610491
Argentina,2020-09-17,601713,12460,456347,12701.0,8084.0,344.0,56216.639980596614,66594.85689270441,76737.07940042941,86625.31593086041,96252.02616837877,105616.2413250736,0.03349765749810052,0.02972244476283015,0.02714969595158068,0.025334499008337952,0.024013234998363275,0.023025026217257768
Argentina,2020-09-18,613658,12656,467286,11945.0,10939.0,196.0,56918.31198447729,67440.71407725367,77719.63948608236,87742.15143950286,97502.35659411445,106999.61719256623,0.012481571366109057,0.012701539188110013,0.012804241356720869,0.012892714983387288,0.012990172524248056,0.013098135761476115
Argentina,2020-09-19,622934,12799,478077,9276.0,10791.0,143.0,54810.64958758184,65476.595064378074,75892.83384521346,86050.38250956501,95944.76141699064,105575.65547330963,-0.037029601255045175,-0.02912363903243531,-0.023505070956949536,-0.01928114255443469,-0.01597494903233809,-0.013308101062585398
Argentina,2020-09-20,631365,13053,488231,8431.0,10154.0,254.0,52279.51967006547,62994.829220315056,73482.0004387544,83725.08469586939,93715.23237065833,103449.08992597867,-0.046179527820991766,-0.037903098681641656,-0.03176628522497993,-0.027022515715571127,-0.02323763187697581,-0.02014257489377913
