Country/Region,Date,total_cases,total_deaths,total_recovered,new_cases,new_recovered,new_deaths,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Honduras,2020-09-26,74548,2288,26088,708.0,360.0,17.0,2690.5131230138586,3194.9054192075987,3711.625195452878,4239.677591118264,4777.898403985668,5325.098023166138,0.08569798273967888,0.07057597048516806,0.05918442470456586,0.05041238802714232,0.04352010344624091,0.03800876585311164
Honduras,2020-09-27,74548,2288,26088,0.0,0.0,0.0,2152.4104984110872,2662.421182672999,3181.393024673895,3709.7178922284807,4247.020803542816,4792.588220849524,-0.20000000000000007,-0.16666666666666674,-0.1428571428571428,-0.125,-0.11111111111111104,-0.09999999999999998
Honduras,2020-09-28,75537,2301,26957,989.0,869.0,13.0,2710.928398728869,3207.6843188941657,3715.908306863339,4235.003155699921,4764.129603149168,5302.329398764572,0.2594848430306773,0.20479972882192052,0.16801296728945747,0.14159709140467647,0.12175800956166437,0.10636031188690187
Honduras,2020-09-29,76098,2323,27383,561.0,426.0,22.0,2729.7427189830955,3234.0702657451384,3746.0642630257203,4266.627761237431,4795.781869465928,5333.096458888115,0.006940176016101196,0.008225855236299928,0.008115366061827167,0.007467433759747122,0.006643871798919232,0.0058025554071974295
Honduras,2020-09-30,76900,2353,27922,802.0,539.0,30.0,2985.7941751864764,3497.0585547876153,4012.912225450617,4535.2992910827525,5064.9172173030465,5601.786812999304,0.09380058216576814,0.08131805045425744,0.07123421908661087,0.0629704640011528,0.05611918038863828,0.05038167904564905
Honduras,2020-10-01,77598,2380,28517,698.0,595.0,27.0,3086.635340149181,3612.2154623230126,4137.639050386244,4666.3868796974075,5200.148637602709,5739.608131699374,0.03377364916870285,0.03292964808317067,0.031081373807427592,0.028903845193281708,0.02669963091157279,0.024603099564632917
Honduras,2020-10-02,78269,2386,28978,671.0,461.0,6.0,3140.308272119345,3681.1795519358443,4217.5477574739225,4754.088519735232,5293.354344535741,5836.647318529437,0.017388815345958486,0.019091909198705626,0.01931263363347746,0.018794335381705718,0.017923662077474756,0.016906935909809517
Honduras,2020-10-03,78788,2399,29187,519.0,209.0,13.0,3031.2466176954767,3586.6496266132035,4134.040934977649,4678.827454768329,5224.203861809548,5771.982586676493,-0.03472960135543146,-0.025679248726927728,-0.01979985225971459,-0.01583080850398122,-0.013063641355802402,-0.011079088443061269
Honduras,2020-10-04,79629,2422,29305,841.0,118.0,23.0,3265.997294156381,3829.874688844337,4384.463658552271,4934.974022922286,5484.736766052931,6035.784328008844,0.07744360854392496,0.0678140012412658,0.060575772594756876,0.05474588892841359,0.04987035558622721,0.04570383527165967
Honduras,2020-10-05,80020,2433,29768,391.0,463.0,11.0,3003.797835325105,3582.562240703614,4149.111707330519,4709.102270057,5266.321569824827,5823.205895207961,-0.08028159095551335,-0.06457455353855167,-0.05367861831005905,-0.045769593075088655,-0.03982236624006397,-0.03521968666349151
Honduras,2020-10-06,80662,2447,30131,642.0,363.0,14.0,3045.0382682600844,3627.468533919679,4198.381463426159,4762.464486299875,5323.174728733179,5882.885305687164,0.013729430273231369,0.012534686126554284,0.011874772137031586,0.011331717423548104,0.010795610969545066,0.010248548918442957
Honduras,2020-10-07,81016,2466,30590,354.0,459.0,19.0,2790.0306146080675,3376.8904449330657,3952.6126829367076,4521.15642551239,5085.710869985048,5648.596775118449,-0.0837453034039295,-0.06907794971714043,-0.058538935213592325,-0.05066873705444997,-0.04460944283236845,-0.03982544591549697
Honduras,2020-10-08,81672,2477,31089,656.0,499.0,11.0,2888.024491686454,3470.075370777555,4043.953728231465,4612.011872323343,5176.6318844311545,5739.737097606603,0.03512286803066211,0.027594891621169012,0.02310903005727649,0.020095621177419254,0.01787773956689231,0.016135037800825147
Honduras,2020-10-09,82552,2492,31736,880.0,647.0,15.0,3190.4195933491633,3771.7294756479614,4346.246052769828,4915.510388282924,5481.4505639388035,6045.763387845944,0.10470655721002098,0.08693013051264488,0.07475167740620113,0.06580610032269774,0.058883591940234174,0.053317126731631685
Honduras,2020-10-10,83146,2504,31931,594.0,195.0,12.0,3146.3356746793306,3737.107896373302,4319.3537595169955,4895.071589747558,5466.400501278936,6035.187049061347,-0.013817592758561092,-0.009179231834677726,-0.006187476025590889,-0.004158021633742459,-0.002745635025676929,-0.001749380203310058
Honduras,2020-10-11,84081,2512,32012,935.0,81.0,8.0,3452.0685397434645,4049.256580311085,4637.303222443139,5218.187641029113,5794.022667803499,6366.668344155212,0.09717108938012277,0.08352680537822033,0.07361042429682763,0.06600844244204772,0.059933802224683363,0.054924775719324304
Honduras,2020-10-12,84413,2521,32214,332.0,202.0,9.0,3093.654831794772,3706.3804835925707,4306.831333522689,4897.914185900474,5482.242371380887,6062.001509739693,-0.10382577976720232,-0.08467630784023382,-0.07126380852584002,-0.061376377616324314,-0.05381067943608964,-0.04785341688093658
Honduras,2020-10-13,84852,2528,32772,439.0,558.0,7.0,2913.923865435818,3527.650402993809,4130.56971444802,4724.674912662915,5312.104330116344,5894.8013587657215,-0.05809664494945733,-0.04822227005294388,-0.0409260557065978,-0.03537000989855221,-0.031034388802786195,-0.02758167425483682
Honduras,2020-10-14,85458,2533,32990,606.0,218.0,5.0,2937.1390923486547,3545.708669161508,4146.4883266697325,4740.09054858005,5327.870515658972,5911.321222889151,0.00796699844776638,0.005119063428840054,0.003853853904470128,0.0032627929332913475,0.002967973624547149,0.0028024462773224013
Honduras,2020-10-15,86089,2552,34099,631.0,1109.0,19.0,2980.7112738789233,3585.757224301257,4185.132851431199,4778.579230007545,5366.884902807975,5951.189100600235,0.014834905722979297,0.01129493674651494,0.009319819981865152,0.008119819871167609,0.007322698071271948,0.006744326049600069
Honduras,2020-10-16,86691,2556,34546,602.0,447.0,4.0,2986.5690191031385,3590.131020251048,4189.25672979817,4783.256826256602,5372.564358051533,5958.070190540212,0.001965217253864449,0.0012197691243982511,0.0009853637897210275,0.0009788675721194018,0.0010582405522776561,0.0011562546280512453
Honduras,2020-10-17,87594,2563,34662,903.0,116.0,7.0,3292.255215282511,3894.775850209207,4493.791482684147,5088.349722974525,5678.612762712473,6265.263171486192,0.1023536352999368,0.08485618720869302,0.07269422060477249,0.06378350730472726,0.05696505137296026,0.05155914098389069
Honduras,2020-10-18,88425,2568,34964,831.0,302.0,5.0,3464.804172226009,4076.6465418410053,4682.821270872126,5283.3060076027095,5878.655789077754,6469.736854337572,0.05241056529959565,0.046696061243686186,0.04206465496148715,0.03831424631603686,0.03522744633668728,0.032636088421945215
Honduras,2020-10-19,89381,2576,35398,956.0,434.0,8.0,3727.8433377808083,4353.2054515341715,4969.84680360468,5578.892756652372,6181.47181251356,6778.763168903814,0.07591746964037083,0.0678398057949543,0.06129329225479885,0.0559473081105486,0.05151109952693966,0.04776489701572007
Honduras,2020-10-20,90232,2582,35930,851.0,532.0,6.0,3833.274670224646,4478.67120961181,5110.868688804011,5732.531162070825,6345.641611123163,6951.886852013434,0.028282125317691694,0.028821464889377424,0.028375499441360308,0.02753922904061068,0.026558367260894892,0.025539125471116586
Honduras,2020-10-21,91078,2596,36341,846.0,411.0,14.0,3912.6197361797167,4578.226008009842,5226.744590403438,5861.9647668119715,6486.570320998367,7102.698166812091,0.02069902962378145,0.02222864634143606,0.022672447416477004,0.022578787813233747,0.02220874081955282,0.021693580176003424
Honduras,2020-10-22,91509,2604,37132,431.0,791.0,8.0,3561.0957889437736,4246.1883400082015,4911.066791774376,5560.219170960476,6196.840285331881,6823.428350130883,-0.08984362676122759,-0.07252539901278854,-0.06039663755689584,-0.05147516367888383,-0.04466613654500429,-0.0393188349163025
Honduras,2020-10-23,91509,2604,37132,0.0,0.0,0.0,2848.876631155019,3538.490283340169,4209.485821520894,4865.191774590417,5508.302475850562,6141.085515117794,-0.2,-0.16666666666666666,-0.14285714285714268,-0.125,-0.11111111111111116,-0.09999999999999998
Honduras,2020-10-24,92724,2617,37866,1215.0,734.0,13.0,3494.101304924015,4163.741902783474,4823.130704160767,5472.042802766615,6111.26886742272,6741.976963606015,0.22648389428762414,0.17670010919264054,0.14577668358036222,0.12473321839965636,0.1094650110838462,0.09784775786120847
Honduras,2020-10-25,93214,2623,37996,490.0,130.0,6.0,3285.281043939213,3959.784918986229,4624.1120321378,5278.037452420788,5922.23899326464,6557.7792672454125,-0.05976365387303606,-0.04898406014573087,-0.04126337937540847,-0.035453916816538644,-0.03093136274297137,-0.027321021319847597
Honduras,2020-10-26,93966,2633,38536,752.0,540.0,10.0,3380.2248351513695,4051.820765821857,4715.524598975258,5370.28277086819,6016.212438457457,6654.001340520872,0.02889974706648402,0.02324263784993441,0.019768674764394808,0.017477200432727713,0.01586789140048106,0.014672966160368615
Honduras,2020-10-27,94623,2639,38833,657.0,297.0,6.0,3361.179868121096,4033.517304851548,4698.878227693078,5355.997424509666,6004.744389739963,6645.601206468786,-0.0056342308453043435,-0.0045173422093849344,-0.0035301207602218554,-0.002660073401724028,-0.0019061907861145366,-0.0012624184490215296
Honduras,2020-10-28,95199,2652,39126,576.0,293.0,13.0,3264.943894496877,3937.2644207096228,4603.60990945121,5262.497746445958,5913.550568657744,6557.041085821907,-0.028631604793591506,-0.02386326297054697,-0.020274694006837457,-0.017457005792393177,-0.015186961369752394,-0.013326126244330494
Honduras,2020-10-29,96150,2661,39804,951.0,678.0,9.0,3562.955115597502,4232.053683924686,4896.95135095818,5555.685528140212,6207.489394362437,6852.336977239715,0.09127606192649383,0.07487159400940935,0.063719873594142,0.055712666460001836,0.049705979900229964,0.04503493077942111
Honduras,2020-10-30,96888,2669,40129,738.0,325.0,8.0,3588.3640924780016,4264.711403270572,4935.386872249869,5599.224837122687,6255.768350544388,6905.103279515744,0.007131433334443881,0.0077167545085581315,0.007848867292538753,0.007836892272239382,0.00777753341403975,0.00770048268952528
Honduras,2020-10-31,96888,2669,40129,0.0,0.0,0.0,2870.691273982401,3553.9261693921435,4230.3316047856015,4899.321732482351,5560.682978261679,6214.592951564171,-0.2,-0.16666666666666666,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Honduras,2020-11-01,98212,2675,40687,1324.0,558.0,6.0,3620.553019185921,4285.60514116012,4949.99851838766,5610.906515922057,6266.829314010381,6917.133656407754,0.2612129531307157,0.20587905794709327,0.17012068576088146,0.1452414889844693,0.12698913757702646,0.11304693812114565
Honduras,2020-11-02,98405,2688,41116,193.0,429.0,13.0,3089.442415348737,3764.337617633433,4435.8558729037095,5102.5432014318,5763.514945787005,6418.420290766979,-0.14669322642776927,-0.12163218643740435,-0.10386723219695436,-0.09060270618440623,-0.0803140380891092,-0.07209826937184982
Honduras,2020-11-03,98688,2706,41848,283.0,732.0,18.0,2754.55393227899,3419.9480146945284,4085.1621767746083,4747.7253012528245,5406.124396255114,6059.578261690281,-0.10839771002235844,-0.09148743761071487,-0.07905885722557005,-0.06953746125645954,-0.06200913034729505,-0.05590815384790226
Honduras,2020-11-04,99124,2730,42153,436.0,305.0,24.0,2639.6431458231923,3285.956678912107,3937.5675800925214,4590.2596385962215,5241.4439077823245,5889.620435521252,-0.04171665876976527,-0.039179348693810345,-0.03612943386218703,-0.03316654875020908,-0.03046183853757911,-0.028047797854766743
Honduras,2020-11-05,99347,2736,42574,223.0,421.0,6.0,2334.7145166585533,2961.297232426756,3598.05792579359,4239.4771837716935,4882.061251362066,5523.658391969128,-0.1155188835457318,-0.09880210794283427,-0.0862231942419015,-0.07641887005149961,-0.06856558283236769,-0.062136779026531024
Honduras,2020-11-06,99576,2741,42609,229.0,35.0,5.0,2096.771613326843,2696.7476936889634,3313.049650680221,3938.542535800233,4568.610001210725,5200.292552772215,-0.10191520275132172,-0.08933569242591577,-0.07921169725206911,-0.07098390554462952,-0.06420469429052944,-0.0585419691534611
Honduras,2020-11-07,100041,2745,42815,465.0,206.0,4.0,2142.417290661475,2712.289744740803,3304.756843440189,3911.224718825204,4525.986667742867,5145.263297494993,0.02176950367150754,0.005763257381553365,-0.0025030736374049845,-0.006936021821960181,-0.009329606479117849,-0.010581953749484008
Honduras,2020-11-08,100041,2745,42815,0.0,0.0,0.0,1713.9338325291799,2260.241453950669,2832.6487229487343,3422.321628972053,4023.0992602158813,4630.7369677454935,-0.2,-0.16666666666666666,-0.1428571428571428,-0.125,-0.11111111111111116,-0.09999999999999998
Honduras,2020-11-09,100573,2765,43177,532.0,362.0,20.0,1903.1470660233442,2415.5345449588917,2959.984619670344,3526.5314253505467,4108.088231303005,4699.663270970945,0.11039704678385977,0.06870641662499621,0.04495294304937869,0.030450030031161868,0.02112524836947793,0.014884521341968604
Honduras,2020-11-10,100804,2780,43507,231.0,330.0,15.0,1753.5176528186755,2243.9454541324094,2768.1296740031516,3316.7149971817284,3882.633983380449,4460.696943873851,-0.07862209698660949,-0.07103566007142413,-0.06481619681137353,-0.05949654288078887,-0.05488057588554929,-0.05084754232779831
Honduras,2020-11-11,101169,2797,43857,365.0,350.0,17.0,1767.8141222549405,2234.9545451103413,2737.6825777169875,3267.125622534013,3816.2302074492873,4379.627249486466,0.008153022818609301,-0.004006741342803433,-0.010999158230233121,-0.01495135237421752,-0.01710276482805273,-0.018174221519066117
Honduras,2020-11-12,101468,2804,44068,299.0,211.0,7.0,1713.2512978039526,2161.4621209252846,2645.5850666145607,3157.7349197172607,3691.2046288438105,4240.6645245378195,-0.03086457097728712,-0.032883185184166,-0.033640682762874914,-0.03348224569703173,-0.032761540003909295,-0.03172934978997144
