Country/Region,Date,total_cases,total_deaths,total_recovered,new_cases,new_recovered,new_deaths,infected_5,infected_6,infected_7,infected_8,infected_9,infected_10,gr_infected_5,gr_infected_6,gr_infected_7,gr_infected_8,gr_infected_9,gr_infected_10
Pakistan,2020-08-28,295053,6283,279937,415.0,376.0,9.0,2457.050819617878,3054.4553674920776,3688.2106471294,4368.441639482334,5107.2616151083785,5916.583401204865,-0.037418345904767225,-0.03564216153857558,-0.03418271763301417,-0.03314964956772504,-0.032494674273676034,-0.03211045388892908
Pakistan,2020-08-29,295372,6284,280340,319.0,403.0,1.0,2284.6406556943025,2864.3794729100646,3480.3234118252003,4141.386434547042,4858.788102318559,5643.92506108438,-0.07016955552852132,-0.062229062701308575,-0.056365336797127415,-0.05197624775003251,-0.04865102505318741,-0.04608374827691286
Pakistan,2020-08-30,295636,6288,280547,264.0,207.0,4.0,2091.712524555442,2650.9828940917205,3247.134352993029,3887.7131302286616,4582.922757616498,5343.532554975942,-0.084445722638263,-0.07450010755786629,-0.06700212343481005,-0.06125323205829392,-0.0567765745063924,-0.053224042285693114
Pakistan,2020-08-31,295849,6294,280682,213.0,135.0,6.0,1886.3700196443535,2422.1524117431004,2996.258016851168,3614.748988950079,4286.70911788133,5022.179299478348,-0.09816956321697712,-0.08631910936076481,-0.07726084259821807,-0.07021200693954699,-0.06463422043124789,-0.06013872886361416
Pakistan,2020-09-01,296149,6298,280970,300.0,288.0,4.0,1809.0960157154834,2318.4603431192504,2868.221157301001,3462.905365331319,4110.408104783404,4819.9613695305125,-0.04096439358352366,-0.0428098860010333,-0.042732254308566975,-0.04200668541105634,-0.04112735626555897,-0.04026497619645697
Pakistan,2020-09-02,297014,6328,281925,865.0,955.0,30.0,2312.276812572387,2797.050285932709,3323.475277686573,3895.0421946649044,4518.696093140803,5202.965232577462,0.2781393538462356,0.20642576192162296,0.15872350680725278,0.12479025088583072,0.099330280096096,0.07946201923279217
Pakistan,2020-09-03,297512,6335,282268,498.0,343.0,7.0,2347.8214500579097,2828.8752382772577,3346.69309515992,3906.161920331791,4514.618749458492,5180.668709319716,0.015372137666328944,0.011378040825582136,0.00698600577209918,0.0028548408749249354,-0.0009023274852452132,-0.0042853492693244455
Pakistan,2020-09-04,298025,6340,282553,513.0,285.0,5.0,2391.257160046328,2870.3960318977147,3381.594081565646,3930.891680290317,4525.9944439631045,5175.6018383877445,0.01850043153296288,0.014677491979371515,0.010428499241893707,0.006330961302399407,0.002519746436169479,-0.0009780341527835246
Pakistan,2020-09-05,298025,6340,282553,0.0,0.0,0.0,1913.0057280370625,2391.996693248096,2898.5092127705543,3439.530220254028,4023.106172411648,4658.041654548971,-0.2,-0.16666666666666666,-0.1428571428571428,-0.125,-0.11111111111111116,-0.10000000000000007
Pakistan,2020-09-06,298903,6345,286016,878.0,3463.0,5.0,2408.40458242965,2871.330577706746,3362.4364680890467,3887.588942722274,4454.094375477021,5070.237489094073,0.2589636022161401,0.20039069694856584,0.16005719535907392,0.13026741844854486,0.10712821998605526,0.08849122981598058
Pakistan,2020-09-07,299233,6350,286157,330.0,141.0,5.0,2256.7236659437203,2722.7754814222885,3212.0884012191827,3731.6403248819897,4289.195000424017,4893.213740184666,-0.06297983220614478,-0.051737371321105334,-0.04471402457614615,-0.04011448230200021,-0.037021975996038965,-0.03491429135029267
Pakistan,2020-09-08,299659,6359,286506,426.0,349.0,9.0,2231.3789327549766,2694.979567851907,3179.2186296164427,3691.185284271741,4238.617778154681,4829.892366166198,-0.011230765011783106,-0.010208668970333791,-0.01023314663141395,-0.010841087856324538,-0.011791774975102752,-0.01294065155961832
Pakistan,2020-09-09,300030,6365,287658,371.0,1152.0,6.0,2156.1031462039814,2616.816306543256,3096.044539671237,3600.7871237377726,4138.660247248605,4717.90312954958,-0.03373509781149353,-0.029003285309117555,-0.026161802516626698,-0.024490279834815443,-0.023582577183827613,-0.023186694055775114
Pakistan,2020-09-10,300371,6370,288206,341.0,548.0,5.0,2065.882516963185,2521.680255452713,2994.7524625753463,3491.688733270552,4019.8091086654254,4587.112816594622,-0.04184430109461024,-0.036355647453227065,-0.032716608497708084,-0.030298483836493136,-0.02871729774440679,-0.027722127683330492
Pakistan,2020-09-11,300955,6373,288536,584.0,330.0,3.0,2236.7060135705487,2685.400212877261,3150.9306822074395,3639.227641611733,4157.1636521470455,4712.40153493516,0.08268790466288034,0.06492494719365416,0.05215062733358189,0.04225431291608461,0.03416941943475038,0.02731319750569172
Pakistan,2020-09-12,301481,6379,289429,526.0,893.0,6.0,2315.3648108564394,2763.833510731052,3226.797727606377,3710.324186410266,4221.256579686262,4767.161381441644,0.035167248985182635,0.029207303059588737,0.024077662459330185,0.0195361631093367,0.015417465585246816,0.011620369380776374
Pakistan,2020-09-13,302020,6383,289806,539.0,377.0,4.0,2391.2918486851513,2842.1945922758764,3304.826623662609,3785.533663108983,4291.228070832232,4829.4452432974795,0.0327926888552077,0.028352316172654657,0.02418152690162989,0.020270324888101317,0.01657598627922563,0.013065188457496602
Pakistan,2020-09-14,302424,6389,290261,404.0,455.0,6.0,2317.0334789481212,2772.4954935632304,3236.708534567951,3716.34195522036,4218.424951850873,4750.500718967732,-0.031053662386655526,-0.024522986181897855,-0.020611698237641862,-0.01827792698369424,-0.01696556738063093,-0.016346499515510704
Pakistan,2020-09-15,303089,6393,290760,665.0,499.0,4.0,2518.626783158497,2975.4129113026925,3439.321601058244,3916.799210817815,4414.711068311887,4940.450647070958,0.08700491643387688,0.07318944907595526,0.06259848989378924,0.05393940009096099,0.04653066457301591,0.03998524352281385
